ProductID,ProductCategory,ProductBrand,ProductPrice,CustomerAge,CustomerGender,PurchaseFrequency,CustomerSatisfaction,PurchaseIntent
13903,Tablets,HP,518.6771165,25,0,15,5,0
13904,Smartphones,Other Brands,2155.039633,20,0,4,1,0
13905,Smartphones,HP,1497.787381,60,1,17,4,1
13906,Smart Watches,HP,2303.18738,25,1,5,5,1
13907,Laptops,Apple,975.6098005,62,1,9,3,1
13908,Headphones,HP,2202.422856,20,1,8,1,0
13909,Smart Watches,Samsung,1753.984567,68,0,11,1,0
13910,Tablets,Sony,2473.761735,26,0,6,1,0
13911,Headphones,Samsung,1956.077296,56,1,11,2,1
13912,Headphones,Samsung,793.9307846,65,0,12,4,1
13913,Laptops,Apple,2313.653453,43,0,12,4,1
13914,Headphones,HP,347.1630167,35,0,1,5,1
13915,Smart Watches,Samsung,2882.28491,64,1,12,3,1
13916,Laptops,HP,2626.096523,37,0,16,4,1
13917,Tablets,Apple,1744.915135,24,1,15,1,0
13918,Tablets,Apple,2086.907948,69,1,2,1,1
13919,Laptops,Apple,990.9285028,19,0,16,5,0
13920,Smart Watches,HP,1950.483737,27,0,18,3,0
13921,Smartphones,HP,1048.535234,64,0,16,1,0
13922,Smartphones,Sony,2309.822098,29,0,9,4,0
13923,Smart Watches,Samsung,106.5901045,52,1,2,2,1
13924,Smartphones,Apple,721.8786779,56,1,10,2,1
13925,Tablets,Apple,1687.143192,33,0,1,5,1
13926,Smart Watches,Apple,966.7723226,41,1,9,1,1
13927,Headphones,Sony,2234.171133,41,0,6,5,1
13928,Laptops,HP,1562.562661,35,0,12,1,0
13929,Tablets,Sony,765.5775257,31,1,7,1,1
13930,Laptops,Apple,943.376044,61,0,10,4,1
13931,Headphones,HP,104.4165328,38,0,5,3,0
13932,Smart Watches,HP,2024.004092,21,1,1,2,0
13933,Tablets,Samsung,1445.81145,60,1,11,5,1
13934,Headphones,Samsung,2108.850265,26,1,1,3,0
13935,Smartphones,Other Brands,1007.88474,51,0,2,5,1
13936,Tablets,Apple,2214.607143,60,0,13,1,0
13937,Tablets,Sony,2402.332185,58,1,19,1,1
13938,Headphones,Samsung,2703.872666,25,1,7,5,1
13939,Laptops,Apple,1149.187249,35,0,2,2,0
13940,Smartphones,Apple,2877.145514,53,0,15,2,0
13941,Laptops,Apple,2943.931546,26,1,8,5,1
13942,Smart Watches,Apple,2797.395108,45,1,15,2,1
13943,Laptops,Other Brands,2809.134351,63,0,18,5,1
13944,Tablets,Samsung,441.7768334,45,0,11,5,1
13945,Smartphones,Apple,2976.323933,33,1,8,3,1
13946,Smart Watches,Sony,540.3082784,37,1,5,5,1
13947,Smartphones,Other Brands,2646.28397,58,0,7,3,0
13948,Headphones,Other Brands,2247.117874,25,0,1,3,0
13949,Laptops,HP,2298.481064,20,1,7,1,0
13950,Smartphones,HP,933.7311297,54,0,17,5,1
13951,Tablets,Sony,2342.898027,54,0,18,2,0
13952,Smartphones,Other Brands,1823.034982,18,1,12,1,0
13953,Smartphones,HP,291.9955436,41,0,18,4,1
13954,Headphones,Samsung,2443.648101,27,1,19,1,0
13955,Smart Watches,Sony,1547.677222,62,0,12,3,0
13956,Headphones,Samsung,1425.094731,66,0,18,3,0
13957,Smartphones,Samsung,930.2609205,35,1,15,2,1
13958,Smart Watches,Samsung,2585.200106,23,1,2,1,0
13959,Laptops,Apple,2202.596548,25,0,4,4,0
13960,Headphones,HP,1556.53992,27,0,10,2,0
13961,Tablets,HP,2417.682677,61,1,19,1,1
13962,Smart Watches,Samsung,437.2066232,43,0,1,3,0
13963,Smart Watches,HP,2294.243486,27,0,10,2,0
13964,Laptops,Samsung,766.4954091,24,0,18,4,0
13965,Smart Watches,Samsung,1051.65621,59,0,15,5,1
13966,Tablets,Samsung,944.74666,57,1,18,3,1
13967,Smartphones,HP,781.4709442,18,0,8,2,0
13968,Headphones,HP,119.0157908,68,1,16,4,1
13969,Smart Watches,HP,1011.039742,50,0,15,3,0
13970,Smart Watches,Sony,1955.577686,27,1,6,1,0
13971,Smart Watches,Sony,1073.126442,40,0,5,2,0
13972,Smart Watches,Sony,2524.520755,53,1,17,1,1
13973,Smartphones,Samsung,184.0570269,55,0,4,2,0
13974,Tablets,HP,1262.611554,26,0,12,5,0
13975,Headphones,Samsung,803.9476525,31,1,15,1,1
13976,Headphones,Apple,2695.741481,28,0,7,4,0
13977,Tablets,Other Brands,1240.013614,18,0,19,1,0
13978,Headphones,Sony,2039.913377,43,0,10,4,1
13979,Smart Watches,HP,160.5722088,54,0,19,3,0
13980,Laptops,Samsung,542.4646283,26,1,12,2,0
13981,Tablets,HP,2795.990096,41,1,10,1,1
13982,Laptops,Samsung,551.642887,66,1,18,5,1
13983,Laptops,Other Brands,2526.798029,47,1,3,2,1
13984,Smart Watches,Apple,706.8549178,20,1,7,5,1
13985,Smart Watches,Sony,1618.455968,69,0,2,3,0
13986,Headphones,Sony,2214.622871,34,0,9,4,1
13987,Smart Watches,Other Brands,103.0773548,27,0,5,4,0
13988,Tablets,Samsung,2460.94767,48,0,6,3,0
13989,Smart Watches,Other Brands,1081.196985,24,0,10,4,0
13990,Laptops,Samsung,1150.08516,61,1,16,5,1
13991,Smart Watches,Sony,1884.358477,64,1,13,4,1
13992,Tablets,Apple,1784.05804,57,1,13,1,1
13993,Headphones,HP,1797.052507,34,0,10,2,0
13994,Laptops,Sony,249.5141474,24,0,6,5,0
13995,Laptops,Apple,2256.871273,57,1,13,3,1
13996,Headphones,Apple,973.5459305,51,1,14,5,1
13997,Tablets,Sony,2476.846106,57,0,7,2,0
13998,Headphones,Other Brands,2557.54292,33,0,12,4,1
13999,Smart Watches,HP,1208.97728,22,0,7,3,0
14000,Smart Watches,Sony,781.7985699,53,1,17,5,1
14001,Smartphones,Samsung,1820.942909,56,1,12,5,1
14002,Headphones,Sony,924.6643226,44,1,9,2,1
14003,Headphones,Apple,1682.532471,54,0,12,3,0
14004,Smartphones,Sony,2373.185976,60,1,8,5,1
14005,Smart Watches,Samsung,1465.315127,44,0,16,1,0
14006,Smart Watches,HP,1317.033799,21,0,11,1,0
14007,Tablets,Other Brands,417.1642097,59,1,7,2,1
14008,Smart Watches,Samsung,1034.179695,51,1,10,1,1
14009,Tablets,Sony,1811.326655,59,0,19,1,0
14010,Smart Watches,Sony,989.7784755,50,0,17,3,0
14011,Headphones,Sony,551.1208388,25,1,6,3,0
14012,Tablets,Other Brands,978.1812908,26,1,5,1,0
14013,Tablets,Other Brands,1211.096703,52,1,4,1,1
14014,Tablets,HP,1391.920205,35,1,3,2,1
14015,Headphones,Other Brands,2495.65959,56,1,19,3,1
14016,Smartphones,Other Brands,2286.957327,41,0,6,4,1
14017,Smartphones,Sony,1192.121791,20,0,3,3,0
14018,Laptops,Samsung,1269.775884,42,0,11,1,0
14019,Smartphones,HP,1753.916216,18,1,2,2,0
14020,Laptops,HP,1204.606853,35,0,13,5,1
14021,Tablets,HP,2213.036885,58,1,3,2,1
14022,Headphones,Other Brands,2077.090254,60,0,10,3,0
14023,Smart Watches,HP,2258.131847,57,0,10,3,0
14024,Smartphones,Sony,1044.060991,35,0,7,2,0
14025,Smartphones,Apple,2238.062415,27,0,13,3,0
14026,Smartphones,HP,1733.460695,25,1,17,1,0
14027,Laptops,Sony,1735.599961,29,1,17,4,1
14028,Smart Watches,Samsung,995.7662247,21,1,16,3,0
14029,Smart Watches,Apple,2572.871774,63,0,9,4,1
14030,Smartphones,Sony,1046.533093,28,1,15,3,0
14031,Laptops,Apple,2333.161463,21,1,12,3,0
14032,Smart Watches,Sony,1859.803521,22,0,6,3,0
14033,Laptops,Samsung,1972.599938,28,1,12,2,0
14034,Headphones,Other Brands,1055.856504,52,0,8,5,1
14035,Smartphones,Sony,1948.396101,38,1,18,2,1
14036,Tablets,Other Brands,2936.179855,54,0,5,2,0
14037,Smart Watches,HP,272.6761928,40,1,11,4,1
14038,Smartphones,HP,2124.166642,36,0,2,2,0
14039,Smart Watches,Samsung,1623.875221,59,1,19,2,1
14040,Laptops,Samsung,1322.132666,24,0,14,3,0
14041,Headphones,Sony,1959.315858,38,1,16,1,1
14042,Laptops,HP,2748.824492,40,0,15,1,0
14043,Tablets,Apple,1494.246331,25,1,11,2,0
14044,Smart Watches,Other Brands,350.1193583,44,0,7,5,1
14045,Tablets,Apple,2659.902351,53,0,11,3,0
14046,Smartphones,Samsung,726.1028048,50,1,12,4,1
14047,Laptops,Samsung,1852.928123,39,0,12,1,0
14048,Headphones,Samsung,1480.860622,64,0,13,1,0
14049,Smart Watches,Samsung,1327.113061,51,0,11,2,0
14050,Smartphones,Apple,1848.648863,46,1,14,1,1
14051,Smartphones,Sony,2810.761512,57,1,5,2,1
14052,Laptops,Sony,2469.190968,52,0,8,3,0
14053,Headphones,HP,2750.398853,56,1,7,1,1
14054,Laptops,Sony,1218.670237,37,0,2,3,0
14055,Tablets,HP,372.2632636,49,0,1,3,0
14056,Smart Watches,Other Brands,2929.257166,60,1,19,2,1
14057,Headphones,Apple,851.3396606,67,0,2,2,0
14058,Headphones,Other Brands,940.527155,60,0,4,5,1
14059,Smartphones,Other Brands,1696.475214,42,0,12,2,0
14060,Smartphones,Samsung,1922.518961,37,1,10,2,1
14061,Laptops,Samsung,1781.094998,21,0,6,4,0
14062,Headphones,Apple,2697.21697,24,0,10,5,0
14063,Laptops,Samsung,1697.305899,23,1,17,1,0
14064,Smartphones,Sony,2576.363386,29,0,16,1,0
14065,Smartphones,Other Brands,514.2314468,62,0,2,4,0
14066,Smart Watches,Samsung,536.0667619,41,0,3,5,0
14067,Smart Watches,HP,2815.717569,55,1,15,3,0
14068,Headphones,Samsung,864.8720748,66,1,14,2,0
14069,Headphones,HP,460.0561898,59,0,6,2,1
14070,Laptops,Samsung,192.4057097,51,0,16,4,0
14071,Smart Watches,Samsung,1334.271713,22,0,19,3,1
14072,Smart Watches,Samsung,1206.110676,59,0,1,1,1
14073,Laptops,Other Brands,1792.386212,32,1,4,2,1
14074,Smartphones,HP,2608.962123,41,0,5,3,1
14075,Smart Watches,HP,2956.555444,43,1,19,2,0
14076,Smart Watches,HP,1321.643703,68,1,11,2,0
14077,Smart Watches,Sony,1466.216512,31,1,2,1,1
14078,Headphones,HP,2438.39518,44,1,10,3,0
14079,Laptops,Samsung,2309.133013,67,1,4,5,0
14080,Smartphones,Apple,1673.112378,35,0,19,4,1
14081,Headphones,HP,2601.594795,26,0,9,5,0
14082,Smart Watches,Sony,2923.047559,30,1,11,2,0
14083,Smartphones,Sony,768.5423371,48,1,13,1,1
14084,Smartphones,Apple,2185.269719,54,0,9,2,1
14085,Tablets,Samsung,2618.75065,45,0,2,5,0
14086,Smart Watches,Other Brands,305.2460615,53,0,17,2,0
14087,Smart Watches,HP,2320.082815,18,1,5,5,0
14088,Tablets,Samsung,2478.064778,58,1,3,3,1
14089,Smartphones,Apple,521.11221,44,1,11,4,1
14090,Smartphones,Samsung,2649.516497,46,1,19,5,0
14091,Laptops,HP,2543.006626,64,1,2,2,0
14092,Laptops,Other Brands,1149.729462,24,1,11,3,1
14093,Smartphones,Samsung,2100.976341,25,1,14,3,0
14094,Tablets,Other Brands,1777.025159,18,1,13,3,1
14095,Laptops,Sony,2909.266469,65,0,7,5,0
14096,Headphones,Samsung,721.2727729,31,0,8,4,0
14097,Tablets,Other Brands,1115.643983,32,0,17,5,0
14098,Tablets,Apple,527.5437887,59,1,17,5,1
14099,Headphones,Sony,1391.483405,56,1,14,5,0
14100,Smartphones,Other Brands,295.4436861,63,1,15,2,1
14101,Smartphones,Other Brands,540.6296607,62,1,4,2,1
14102,Laptops,HP,2206.294018,50,1,18,1,0
14103,Smart Watches,HP,1273.344276,63,0,7,4,0
14104,Headphones,HP,882.6432329,52,1,12,1,1
14105,Headphones,Samsung,2753.005526,49,0,16,2,1
14106,Headphones,Apple,834.9162284,50,1,3,1,1
14107,Headphones,Other Brands,1471.549014,46,0,4,3,1
14108,Smartphones,Sony,1656.437443,55,1,7,5,1
14109,Smart Watches,Sony,191.269276,57,0,14,2,0
14110,Laptops,Samsung,2241.973999,64,1,12,5,0
14111,Laptops,Other Brands,452.5470062,58,0,19,3,0
14112,Headphones,Apple,1648.484968,31,1,1,2,1
14113,Laptops,HP,394.5151566,40,0,9,5,1
14114,Laptops,Sony,811.887771,37,1,2,4,1
14115,Smartphones,Other Brands,2104.040702,21,0,9,2,0
14116,Tablets,Samsung,1065.96122,44,1,6,2,1
14117,Smart Watches,Samsung,1989.527026,64,1,19,1,0
14118,Headphones,Samsung,1978.486616,32,1,17,5,0
14119,Smart Watches,Sony,1683.649316,41,1,9,2,1
14120,Smartphones,Sony,1582.879812,50,1,19,1,1
14121,Laptops,Samsung,2284.677236,18,1,8,4,0
14122,Headphones,Apple,1443.749173,47,0,8,1,1
14123,Smartphones,Other Brands,702.2946359,35,0,18,3,1
14124,Tablets,HP,2136.024297,36,1,2,3,0
14125,Laptops,Apple,730.3229911,38,1,14,3,0
14126,Headphones,Other Brands,2552.358829,44,0,11,5,1
14127,Smart Watches,Apple,2614.375575,24,1,12,1,1
14128,Tablets,Apple,1352.632956,33,0,14,3,0
14129,Smartphones,Other Brands,1159.871705,55,0,3,4,1
14130,Smartphones,Sony,250.0916065,28,0,17,2,0
14131,Laptops,Apple,792.8548119,46,1,17,5,1
14132,Laptops,Sony,1147.666616,68,0,12,3,0
14133,Smartphones,Other Brands,2167.31808,23,1,14,2,0
14134,Smart Watches,Other Brands,1320.129292,24,0,12,3,1
14135,Laptops,Apple,1838.419654,33,0,14,5,0
14136,Headphones,HP,1225.545667,42,1,4,3,1
14137,Smart Watches,Apple,1586.764793,61,0,8,3,1
14138,Headphones,HP,349.6965859,27,0,7,3,1
14139,Headphones,Other Brands,338.1944069,45,1,16,1,1
14140,Headphones,HP,1161.148788,20,1,9,4,1
14141,Smartphones,Apple,1480.809957,38,0,16,1,0
14142,Smartphones,Sony,1859.063875,29,1,4,4,1
14143,Tablets,HP,1060.292463,54,0,15,2,1
14144,Smartphones,HP,288.6290793,50,1,10,1,1
14145,Smartphones,Other Brands,699.075824,27,0,14,1,0
14146,Laptops,Samsung,2015.335799,69,0,6,4,0
14147,Headphones,HP,1173.642493,20,1,7,2,1
14148,Headphones,Other Brands,2977.758669,46,0,13,3,1
14149,Headphones,Other Brands,2928.420516,64,1,15,2,1
14150,Tablets,Apple,2401.889853,34,1,16,4,0
14151,Smart Watches,Other Brands,1801.194839,44,1,6,4,0
14152,Headphones,HP,2822.976519,31,0,17,5,0
14153,Smartphones,HP,2132.201798,58,0,15,1,1
14154,Headphones,Sony,2008.135553,52,0,2,2,0
14155,Smart Watches,Sony,2784.259201,63,0,6,4,1
14156,Smartphones,Sony,835.2194357,57,1,12,1,0
14157,Laptops,Apple,1828.010554,20,0,16,5,1
14158,Smart Watches,Other Brands,2704.662379,30,1,19,5,1
14159,Laptops,HP,274.0348377,19,1,6,1,1
14160,Smart Watches,Sony,364.5470707,29,1,16,4,0
14161,Smartphones,Sony,1477.334063,67,0,4,3,0
14162,Smart Watches,HP,1560.222485,26,1,6,2,1
14163,Headphones,Apple,1249.02793,42,1,14,3,0
14164,Headphones,HP,2379.654262,32,0,18,1,1
14165,Laptops,HP,1145.717124,67,1,1,1,1
14166,Smart Watches,Sony,896.3110511,43,1,10,3,1
14167,Smartphones,HP,1089.793653,33,0,5,3,0
14168,Laptops,Apple,2102.441616,35,0,8,2,0
14169,Laptops,Samsung,1285.118077,53,0,6,5,1
14170,Smartphones,Samsung,617.4042835,36,0,3,3,1
14171,Smart Watches,Apple,771.486369,45,1,9,3,1
14172,Smartphones,HP,2991.946726,45,0,3,3,1
14173,Laptops,Sony,661.3898565,33,1,6,5,0
14174,Tablets,Sony,2660.013659,47,0,2,2,0
14175,Smart Watches,Sony,427.5336947,37,0,16,1,1
14176,Smartphones,Sony,2717.954487,54,0,18,4,0
14177,Headphones,Sony,1966.186162,40,1,15,4,1
14178,Smart Watches,Apple,761.3867597,67,0,11,2,1
14179,Laptops,Samsung,2670.981755,37,1,3,5,1
14180,Laptops,Other Brands,1198.944976,41,0,10,5,0
14181,Tablets,HP,168.0879459,26,0,12,1,0
14182,Smart Watches,Apple,1939.850868,55,1,14,4,0
14183,Tablets,Samsung,627.7279812,66,1,2,3,1
14184,Headphones,Sony,2761.73825,51,1,18,1,0
14185,Headphones,Other Brands,1186.479008,60,0,13,1,0
14186,Headphones,Apple,2505.037913,67,0,12,1,1
14187,Smartphones,HP,1963.935492,43,1,15,2,0
14188,Headphones,Apple,1201.221241,19,1,8,1,0
14189,Tablets,HP,499.9248358,19,1,14,2,1
14190,Tablets,HP,1424.91364,41,0,9,1,1
14191,Laptops,HP,1102.741608,38,1,17,4,0
14192,Smartphones,Samsung,1832.823221,49,0,11,5,1
14193,Laptops,Samsung,1537.90427,28,0,10,1,1
14194,Tablets,Apple,670.5820329,58,0,14,5,1
14195,Smart Watches,Sony,1194.222766,39,0,18,1,1
14196,Laptops,Other Brands,2321.606096,28,0,12,4,0
14197,Smart Watches,Sony,2882.781503,67,0,16,1,1
14198,Smart Watches,Other Brands,667.6564411,64,1,17,3,1
14199,Smart Watches,Sony,1486.805161,62,0,9,5,1
14200,Headphones,HP,2450.918965,66,0,8,2,0
14201,Headphones,Samsung,2020.948395,55,0,9,1,0
14202,Headphones,Samsung,2573.144956,69,0,16,2,0
14203,Tablets,Samsung,1781.267585,53,1,10,1,1
14204,Smartphones,Other Brands,520.6194392,44,0,3,3,0
14205,Laptops,Samsung,1180.705532,56,0,3,3,1
14206,Headphones,Sony,1849.21785,21,1,16,4,0
14207,Smart Watches,Samsung,2613.487043,58,0,11,3,1
14208,Headphones,HP,2727.810324,42,1,17,2,0
14209,Laptops,Sony,534.9921119,32,0,11,2,0
14210,Headphones,Other Brands,1245.484619,68,0,14,2,1
14211,Smartphones,Sony,2802.471591,21,1,14,5,1
14212,Smart Watches,Sony,2247.797177,45,0,19,1,1
14213,Smartphones,HP,192.7542499,23,1,12,3,1
14214,Smart Watches,Sony,625.8325,43,0,1,2,0
14215,Laptops,Samsung,452.4903774,59,0,12,5,1
14216,Laptops,Other Brands,2869.059528,49,0,2,2,1
14217,Tablets,HP,2079.531791,30,0,2,3,0
14218,Smart Watches,Samsung,2259.831485,69,1,17,4,0
14219,Tablets,Other Brands,2902.704366,60,0,3,1,0
14220,Smartphones,Apple,1409.284422,45,1,13,5,1
14221,Smartphones,Samsung,312.4148238,25,1,15,2,0
14222,Tablets,Other Brands,1296.796623,57,0,7,4,0
14223,Tablets,HP,198.9611207,61,1,5,3,0
14224,Laptops,Sony,1180.800183,67,0,12,2,0
14225,Tablets,Other Brands,304.7979231,21,0,12,4,1
14226,Smart Watches,Other Brands,1966.338693,46,1,15,2,0
14227,Tablets,HP,2770.28397,18,1,16,2,1
14228,Laptops,HP,2864.003126,39,0,18,5,0
14229,Laptops,HP,720.6480821,57,0,3,2,0
14230,Smart Watches,Samsung,2823.342349,45,0,17,2,1
14231,Smart Watches,Samsung,1283.540855,55,1,8,3,1
14232,Tablets,Apple,2552.259052,26,0,6,1,1
14233,Smartphones,Apple,441.7848048,57,0,13,4,0
14234,Headphones,Other Brands,2923.828927,19,1,5,3,1
14235,Smart Watches,Other Brands,2582.488367,26,1,1,2,0
14236,Smart Watches,Other Brands,2323.724061,22,1,6,5,0
14237,Smart Watches,Other Brands,103.6985274,40,0,11,1,0
14238,Laptops,Sony,1065.632612,31,1,19,4,1
14239,Headphones,HP,1675.719894,28,0,18,4,1
14240,Smart Watches,Apple,1020.165185,60,1,2,3,1
14241,Laptops,Apple,1648.193361,36,1,14,5,1
14242,Headphones,Apple,1502.58812,21,1,10,1,0
14243,Headphones,Other Brands,1733.298142,69,1,10,1,0
14244,Headphones,Apple,570.2441423,67,1,4,5,1
14245,Smartphones,Apple,1437.619652,43,1,7,5,0
14246,Headphones,Sony,1242.92679,19,1,3,1,0
14247,Smart Watches,Other Brands,1607.36119,22,1,4,2,1
14248,Tablets,Samsung,1734.913903,31,1,1,2,0
14249,Tablets,Samsung,1204.490253,65,1,17,2,0
14250,Laptops,Apple,1281.835298,34,1,17,2,0
14251,Laptops,HP,1713.933006,45,0,13,1,0
14252,Smartphones,Samsung,870.1488217,31,0,2,4,0
14253,Tablets,Other Brands,2478.104056,69,0,7,5,0
14254,Laptops,Apple,616.0129619,63,1,12,1,0
14255,Smartphones,Apple,1505.597012,30,1,11,4,1
14256,Tablets,HP,2349.79463,63,0,12,4,1
14257,Smart Watches,Other Brands,2795.462317,58,1,6,2,0
14258,Tablets,Sony,1194.48881,67,0,12,2,1
14259,Tablets,Sony,2316.727614,66,0,12,1,0
14260,Smart Watches,HP,2255.089788,65,1,9,3,0
14261,Headphones,Apple,311.1635607,50,1,5,3,1
14262,Tablets,HP,2837.108004,39,1,17,5,0
14263,Smartphones,Other Brands,2658.46083,26,1,1,4,0
14264,Smart Watches,Apple,1686.97405,64,1,17,2,1
14265,Tablets,Other Brands,536.8969564,32,1,12,2,1
14266,Laptops,Sony,2068.017561,20,1,12,1,1
14267,Tablets,Samsung,1583.674626,22,0,1,2,1
14268,Smart Watches,Sony,452.818786,55,0,5,3,1
14269,Laptops,Samsung,1868.264687,57,0,8,4,1
14270,Smart Watches,Samsung,1316.747042,57,1,13,4,1
14271,Laptops,Apple,1480.185729,33,0,2,3,0
14272,Smart Watches,HP,2731.812171,47,0,4,1,1
14273,Headphones,Other Brands,790.5003912,40,1,15,2,0
14274,Smart Watches,Apple,1852.270743,35,1,19,4,1
14275,Headphones,Sony,2311.735615,62,1,15,2,0
14276,Headphones,Sony,995.9652523,23,0,10,3,0
14277,Smart Watches,Sony,1592.706826,46,1,5,3,0
14278,Smartphones,Apple,1354.411405,29,1,4,1,1
14279,Headphones,Sony,2434.746967,44,1,17,5,1
14280,Headphones,Other Brands,2606.793773,68,0,19,3,0
14281,Smartphones,Sony,1562.523474,63,0,19,4,0
14282,Smart Watches,HP,1063.466319,51,0,13,4,1
14283,Laptops,Samsung,2606.22251,60,1,17,4,1
14284,Smart Watches,Sony,1316.867556,30,0,16,4,1
14285,Smartphones,Other Brands,1781.231327,33,1,9,2,1
14286,Smart Watches,Apple,736.1947861,39,0,17,2,0
14287,Headphones,Other Brands,2275.458751,25,1,13,1,0
14288,Smartphones,Other Brands,2437.349002,67,1,15,5,0
14289,Laptops,HP,2469.084117,52,0,19,1,1
14290,Tablets,Other Brands,323.7465894,36,1,7,5,1
14291,Smartphones,Other Brands,2473.924277,58,1,19,1,1
14292,Tablets,HP,1880.279122,22,1,14,3,0
14293,Tablets,Sony,1247.980728,18,1,2,5,1
14294,Laptops,Sony,974.0243708,26,1,6,1,1
14295,Smart Watches,Apple,2471.740121,50,1,11,2,0
14296,Smart Watches,Other Brands,1285.840186,39,0,12,3,0
14297,Tablets,Samsung,264.0862074,40,1,9,5,0
14298,Tablets,Other Brands,2673.826801,24,0,7,2,1
14299,Laptops,Samsung,264.4856401,53,0,8,1,1
14300,Smartphones,Other Brands,137.0005747,63,1,3,4,1
14301,Tablets,Other Brands,2189.053656,27,1,17,1,0
14302,Smart Watches,Samsung,898.155327,39,0,17,2,0
14303,Tablets,HP,2520.014094,46,1,14,2,0
14304,Headphones,Other Brands,2391.172069,42,0,18,3,0
14305,Smart Watches,HP,2183.323638,18,1,15,1,1
14306,Tablets,Apple,1403.683481,34,1,7,2,1
14307,Smart Watches,Other Brands,2214.165923,51,1,10,3,1
14308,Laptops,Samsung,1958.520114,21,1,10,4,0
14309,Headphones,Samsung,544.1995034,64,0,13,2,1
14310,Smart Watches,HP,438.4715124,41,0,7,2,0
14311,Tablets,Other Brands,2541.222187,30,0,4,2,0
14312,Smartphones,Sony,1539.662244,62,1,19,1,1
14313,Tablets,Samsung,2335.760588,58,1,18,1,1
14314,Laptops,Other Brands,438.3885535,35,1,13,1,0
14315,Tablets,HP,476.6334909,51,1,8,3,1
14316,Laptops,HP,1972.591515,69,1,1,3,1
14317,Laptops,Samsung,436.0916974,41,0,14,3,1
14318,Smart Watches,HP,1908.914524,39,0,12,2,1
14319,Headphones,Sony,656.5334862,64,1,10,1,0
14320,Laptops,HP,2938.114218,45,0,2,5,0
14321,Laptops,Apple,2922.326049,35,0,11,3,1
14322,Tablets,HP,2107.347928,30,0,13,1,0
14323,Headphones,Other Brands,2471.367583,44,0,6,5,0
14324,Laptops,Other Brands,852.0088729,26,0,9,5,1
14325,Tablets,Other Brands,233.2550732,46,1,10,1,0
14326,Tablets,Samsung,2682.708353,52,0,8,5,1
14327,Laptops,Sony,619.0797967,57,0,13,1,0
14328,Smart Watches,Samsung,955.3796961,55,0,16,4,0
14329,Headphones,Apple,491.2141578,39,1,9,4,0
14330,Smartphones,HP,2903.093543,43,0,17,3,0
14331,Smart Watches,Apple,2843.11264,49,0,17,2,0
14332,Headphones,Samsung,2672.586213,67,0,13,1,1
14333,Laptops,Apple,2431.882241,39,0,7,3,1
14334,Smartphones,Samsung,2061.524594,58,0,7,3,1
14335,Headphones,Samsung,1000.467426,69,0,1,5,0
14336,Smartphones,Samsung,2159.027625,22,0,4,4,1
14337,Laptops,Samsung,2251.680985,52,0,5,3,0
14338,Smart Watches,HP,483.1095169,49,1,2,1,1
14339,Smart Watches,Other Brands,892.6664919,41,0,5,4,0
14340,Smart Watches,HP,855.9578816,19,0,17,3,1
14341,Smart Watches,Sony,2681.820502,25,1,10,4,1
14342,Tablets,HP,879.9290479,67,1,5,1,1
14343,Laptops,Sony,489.1923472,40,1,8,2,0
14344,Headphones,Other Brands,469.3249272,58,0,19,1,1
14345,Headphones,HP,1170.83128,52,1,2,1,0
14346,Laptops,Samsung,2086.371051,42,0,10,5,0
14347,Laptops,Apple,2369.427911,50,0,12,3,1
14348,Laptops,HP,1465.076271,29,1,15,3,1
14349,Smart Watches,Apple,2514.792298,30,0,1,2,0
14350,Smart Watches,Sony,1579.917801,68,1,2,4,1
14351,Tablets,Other Brands,1349.368928,34,1,4,4,0
14352,Laptops,Samsung,2246.804985,37,1,12,2,1
14353,Headphones,Samsung,1015.474567,19,0,4,3,1
14354,Tablets,HP,2831.36826,47,0,14,3,0
14355,Tablets,Other Brands,384.785894,21,1,14,2,1
14356,Tablets,Other Brands,1661.465895,49,0,11,2,0
14357,Headphones,Sony,1457.443053,55,0,17,1,1
14358,Smartphones,HP,959.279294,66,0,15,2,0
14359,Laptops,Apple,2030.334671,29,0,14,1,1
14360,Headphones,HP,1293.008656,19,0,10,3,0
14361,Headphones,Apple,199.7983289,44,0,17,4,0
14362,Laptops,Sony,1175.598569,28,0,8,3,1
14363,Laptops,Other Brands,2431.929343,42,1,7,5,1
14364,Laptops,Samsung,2164.254673,55,1,6,2,0
14365,Smartphones,Apple,532.6077659,47,1,16,4,0
14366,Headphones,Apple,2528.504981,20,1,9,5,1
14367,Headphones,Samsung,1665.801707,51,0,2,4,0
14368,Smart Watches,Samsung,2407.685327,66,1,9,2,0
14369,Headphones,Other Brands,963.5539079,52,1,7,1,0
14370,Headphones,Sony,2635.376678,64,1,7,3,0
14371,Headphones,Sony,1716.876019,23,1,3,3,0
14372,Headphones,Sony,1911.259752,62,1,11,5,1
14373,Smartphones,HP,1307.668744,37,1,10,5,1
14374,Smartphones,Sony,1416.366312,27,0,6,2,0
14375,Smartphones,Apple,952.6047133,50,1,1,4,1
14376,Laptops,Apple,1491.311708,21,1,14,4,0
14377,Tablets,Samsung,1982.785332,37,0,13,2,1
14378,Tablets,Sony,1494.507634,42,1,11,3,1
14379,Smart Watches,Apple,1704.826108,21,0,10,1,1
14380,Laptops,Sony,469.9161474,63,1,10,5,0
14381,Tablets,Other Brands,234.5128702,51,1,12,5,1
14382,Smartphones,HP,174.1587753,37,0,18,2,1
